post_date,post_id,user_name,post_body,quote
"Tue Oct 02, 2012 11:04",87420,ukdave2002,"



Didn't watch it ....... I used to have a 911 of that era, they use a Capacitive Discharge ignition system, this requires all HT components to be in tip top condition otherwise misfires are common, HT leads, cap & rotor arm would be changed at least every 2 years, they weren't  expensive... cleaning the cap up is akin to putting tyre paint on a nearly bald tyre  


Dave","They couldn't stretch to a NEW cap and rotor?

probably the same reason they didn't change the oil.....


I certainly don't want to win it anyhow  "
"Tue Oct 02, 2012 6:32",87443,simes205,"Shouty shouty shouty, although I managed to watch all of it this week rather than the week before.


It makes Wheeler dealers seem half decent.


It would be interesting to find out who wins the car!",
"Tue Oct 02, 2012 6:47",87448,Riley Blue,"



If it was you, would you admit to it?","


It would be interesting to find out who wins the car!"
"Tue Oct 02, 2012 7:09",87450,simes205,,
"Tue Oct 02, 2012 11:28",87476,gresham flyer,"I think the best of all these programmes either produced in the UK or in the USA was ""OVERHAULIN"".

Chip Foose is a prolific car builder in his own right and a likable guy.

The presenters Chris Jacobs and Courtney Hansen (later replaced by CJ) were very good as well.


They added a bit of comedy into the format and who could not shed a tear when the car was exposed to the owner and all that american hugging went on (and that was just the guys).

Even the rough tough car builders would all get emotional when hearing how pappa`s Chevy was now a memorial to his death.


Ok about 60 people were involved in the rebuild of these vehicles each time but they did it for real and the finished job was spot on...I would love to own one of these vehicles they must be priceless.


I understand the programme is returning this week 2nd Oct.


I also like watching Chasing Classic Cars with Wayne Carini,a really enthusiastic sort of guy when it came to old automobiles. My name is Wayne Carini and I like chasing cars (as long as its not women said Mrs Carini) at least there is no spanner throwing and trantrums like some other programmes.


As for Salvage Squad I liked Claire Barrett who went on to restore a watermill with her husband in real life,she was the sort of girl who liked to get DIRTY.!!!!


                                          Gresham Flyer",
"Wed Oct 03, 2012 8:23",87491,pigtin,"



Ah! But is this also the case with the 1977 3.3 fitted with an ECU? _________________If you tie a piece of buttered toast to a cat's back, then drop it off a high building. It will hover just above the ground rotating slowly.","I see that Bernie does not know the correct firing order, 1-5-3-6-2-4 is a typical straight-six but the Porsche flat six 3.3L is 1-6-2-4-3-5."
"Wed Oct 03, 2012 10:34",87496,MikeEdwards,"Ooh, I withdraw my comments about ECUs. Looking at the original build thread: http://www.myporsche911.co.uk/upb/viewtopic.php?id=14&t_id=25&page=1 it seems it had a 3.2 transplant which has some kind of engine management system. Then it got painted with aerosols, which might be a clue about the blemishes on the roof.",
"Wed Oct 03, 2012 5:19",87505,ukdave2002,"



It would have had a 2.7l engine originally with the Boch K-tronic (electro-mechanical) fuel injection, the later 3.0l had the k-tronic until about 82/3 when the 3.2l engine was introduced,that I believe had an ECU.


I thought the program was marginally better than the previous week, would have been better if the staged arguments had been cut, and the time spent on the repairs! at least this show did illustrate some techniques like the guide coat for picking up minor body defects.


What I thought was interesting was the type of adverts during the breaks (assuming the online version has the same as the TV) which were for women s cloths, chocolate bars and breakfast cereal; not the sort of adverts one would expect for the average restorer ?  possibly this gives a clue to the target audience?


Dave","Ooh, I withdraw my comments about ECUs. Looking at the original build thread: http://www.myporsche911.co.uk/upb/viewtopic.php?id=14&t_id=25&page=1 it seems it had a 3.2 transplant which has some kind of engine management system. Then it got painted with aerosols, which might be a clue about the blemishes on the roof."
"Fri Oct 05, 2012 10:36",87581,Ellis,"



I agree, but even Wheeler Dealers, staged and cliched as it is, shows you how to do things properly although the Mark 2 Jaguar programme last week was not one of their best.


I used to enjoy American Hotrod with Boyd Coddington and company. I disagreed and cringed with what they did to original cars but I was fascinated with the restoration techniques they used. And, by heaven, they were thorough._________________Starting Handle Expert


1964 Jaguar Mark 2 3.4 litre

1962 Land Rover Series 2a 88""

2002 BMW M3 E46 Cabriolet","


It makes Wheeler dealers seem half decent.


"
"Sun Oct 07, 2012 10:04",87627,Rick,"I wonder if the same discerning team were behind this conversion of an old Silver Spirit, into a shiny new (slightly ripply) Phantom  


http://www.ebay.co.uk/itm/1990-ROLLS-ROYCE-WHITE-PHANTOM-REPLICA-/110961236870


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Mon Oct 08, 2012 11:31",87671,baconsdozen,"The porsche 'restoration' reminded me of some of the Red Green episodes.

Only one is an intentional comedy but both are amusing._________________Selling   imperial hand tools for old machinery.",
"Mon Oct 08, 2012 12:50",87675,Rick,"An old MGB gets the ""treatment"" tonight, and following it on BBC4 is a programme about Brit sportscars following WW2 (not sure if it's a repeat or not?), and a repeat of the programme about Ford in Dagenham.


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Mon Oct 08, 2012 1:04",87676,Riley Blue,"



I shall be watching two of the three!","An old MGB gets the ""treatment"" tonight, and following it on BBC4 is a programme about Brit sportscars following WW2 (not sure if it's a repeat or not?), and a repeat of the programme about Ford in Dagenham.


RJ"
"Mon Oct 08, 2012 1:07",87677,Roger-hatchy,"Not watched it so far.


A question: are the cars wrecks before the program, or after the program?


Roger",
"Mon Oct 08, 2012 5:46",87686,welshrover,"


god that is awful  ","I wonder if the same discerning team were behind this conversion of an old Silver Spirit, into a shiny new (slightly ripply) Phantom  


http://www.ebay.co.uk/itm/1990-ROLLS-ROYCE-WHITE-PHANTOM-REPLICA-/110961236870


RJ"
"Tue Oct 09, 2012 12:29",87718,Rick,"Well the MGB is green and shiny now judging by last night's programme, converted from rubber to chrome bumpers, with the former type's high-set suspension remaining   


The shed that the rusty B was bought from looked very interesting, best bit of the programme really.


The BBC4 programme by contrast was very watchable I thought.


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Tue Oct 09, 2012 1:53",87722,Brian M,"I still have not managed to watch a whole episode of Classic Rescue for fear of putting something through the tv in frustration.  Last night got as far as the pantomime when they put the car on a two post lift and were surprised that the rotten outriggers collapsed.


In contrast the programme on the British Sportscars was a delight.  Spoilt only by the use of pre-war factory shots that were meant to represent the production of the cars being discussed!_________________Brian

1970 Volvo Amazon and 1978 Safari 15-4 Caravan

Classic Safari Forum: www.classicsafaris.co.uk",
"Tue Oct 09, 2012 6:04",87741,welshrover,the cut springs would help the axle to fall out. there was no spring eyes on either end of the springs  ,
"Tue Oct 09, 2012 6:33",87744,pigtin,"I've already taken it off the 'record' list and don't intend to watch any more. Watching it would only encourage them and this sort of thing can have a detrimental effect on one's IQ._________________If you tie a piece of buttered toast to a cat's back, then drop it off a high building. It will hover just above the ground rotating slowly.",
"Tue Oct 09, 2012 10:12",87755,Churchill Johnson,"
 Not wishing to knock anyone who make's a comment on the rubbish that is shown on TV but when do the producer's take any notice, i myself have written several time's not e-m's but proper letter's to two different TV station's in the past and all i got was a reply to the effect that ""they were sorry i did not enjoy the programme and in the future they would take on board my complaint's'' of course they carried on as before, it's a captive audience, i am so happy that TV's are made with an on and off button.","Make your opinion known - I have-


customerservices@channel5.com"
"Wed Oct 10, 2012 7:51",87761,Riley Blue,,
"Tue Oct 16, 2012 4:55",87982,Peter_L,"The Jag' programme infiltrated our shores this week, courtesy of the Discovery Channel,  AKA  as ""Discover the bad acting Channel""


So I watched it and then penned this to them.


Hello


I heard about this programme from my fellow vehicle restorers in the

 UK.    It is nothing more than a fictitious piece of twaddle.


Fake arguments,  ""staged""  accident,  and an even worse staged engine

 fault that produced exhaust smoke.


Is  the discovery channel  producing a documentary  or a mediocre drama series ?


There were statements on the show that are 100% inaccurate, but they

 are so inaccurate that they had to be scripted because there are

 supposedly skilled tradespeople working on this vehicle  who would

 never utter such garbage.


Try a little internet research of the show because this poor quality

 production is not bringing your business any good reviews.


No more to add.   I won't watch another_________________Peter L.   --   Formerly ""peterwpg"" .",
"Tue Oct 16, 2012 5:04",87983,Rick,"Although staged like the rest of the programme, I find the opening 10 minutes or so, where the project cars are ""discovered"", to be moderately interesting. The rest I watch - sorry Riley541 - for amusement value only.


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Tue Oct 16, 2012 5:16",87984,ukdave2002,"



Rick, Rick Rick...   ........


Ok I do admit to watching a clip online at work but only whilst on a really dull conference call... they stripped the bonnet with a chemical stripper and a da sander..on the basis of this alone I would watch the rest of the program...but I suspect in the rest of the program there will be less restoration and loads of staged drama! 


Dave","Although staged like the rest of the programme, I find the opening 10 minutes or so, where the project cars are ""discovered"", to be moderately interesting. The rest I watch - sorry Riley541 - for amusement value only.


RJ"
"Tue Oct 16, 2012 5:51",87985,Rick,,
"Tue Apr 15, 2014 7:12",115919,Rick,"So did anyone here watch it? IMO it was ok to have on in the background while I was reading, but it wasn't exactly un-missable TV which - in theory - a series like this should be 


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Tue Apr 15, 2014 8:28",115925,baconsdozen,"I didn't bother. On the last program I saw involving a classic car on this channel, they invited Frankie Fraser round for his 'expert' comments about a gangster car. Bug eyed Bernie was (according to him) also somehow involved on the fringes of Londons underworld and hinted at 'dark secrets' Dream on baby.

The programs are an insult to peoples intelligence. Total,complete and utter unmitigated drivel.

For people who know what they're doing you can't beat people like Tommy Walsh or Ed China,for engaging his audience and combining entertainment with presenting Fred Dibnah took some beating too._________________Selling   imperial hand tools for old machinery.",
"Tue Apr 15, 2014 9:01",115929,D4B,"



Agreed ~ fantastic   ",for engaging his audience and combining entertainment with presenting Fred Dibnah took some beating too.
"Tue Apr 15, 2014 9:42",115933,kevin2306,"Fred was so enthusiastic, met him socially a few times through a vintage show i was involved with, he also knew how to charge for personal appearences  

I really avoid and program that bernie is on and only watch ed's lot until the final scenes when the 'buyer' turns up to do the deal.


Kev",
"Tue Apr 15, 2014 10:33",115938,MikeEdwards,"I saw bits of it - I was trying to clear some space off my recorder by watching stuff, so I was switching between this and ""No country for old men"", which is a reasonable film but a rubbish ending. 


The usual rubbish - they go to see a car that's clearly a breaker, offer £1000 when the bloke is asking £2000, then have to go elsewhere to get a different one. Then come back later and give £250 for just the front seats. Then in the ""history"" bits where they tell us all about the car, it's illustrated with loads of film clips ... of 968s and 944s along with 928s.",
"Tue Apr 22, 2014 10:40",116194,MikeEdwards,"I hope you guys on here that are restoring Fiat 500s watched last night's programme and are now reflecting on whether you should re-do any of your work to match Mawio and teams efforts.  


(I didn't watch the show, managed to resist it completely this week).",
"Tue Apr 22, 2014 11:18",116195,baconsdozen,I know filler heats up as it sets and judging by the amounts they use I wonder if we've now found the reason for global warming._________________Selling   imperial hand tools for old machinery.,
"Tue Apr 22, 2014 12:16",116197,colwyn500,"



Complete numpties.  It took a whole workshop of them to put the seat-sliders on the rails; I don't even think that was one of their fake items of jeopardy., they had just bent them with their extremely coarse handling.

I suspect that their car could probably now do with a restoration.


On second thoughts, a bit harsh, it had a nice interior and someone is going to get a few years out of it before it starts playing up.","I hope you guys on here that are restoring Fiat 500s watched last night's programme and are now reflecting on whether you should re-do any of your work to match Mawio and teams efforts.  


(I didn't watch the show, managed to resist it completely this week)."
"Wed Apr 23, 2014 7:00",116211,lowdrag,"I watched a bit of the Porsche one to see if it was as bad as the last series and shan't watch again. pure - but terrible - attempt at comedy. There was quite a scandal when the same chap put a few of the cars from the last series on Ebay I remember.


On a brighter note I came across a series called ""Restoration Garage"" on National Geographic and it is very interesting. I mean, they take more than two weeks to restore a car, they over-run on costs, their estimates for restoration are realistic as are their time schedules but they are very interesting people and are building a Bugatti Aerolithe from just photos - and in magnesium just like the original. I have recorded the series.",
"Wed Apr 23, 2014 1:50",116234,Greeney in France,"It was indeed appalling TV but what gets me the most is that the makers of such programs think that we would enjoy it  

Do they really think we are stupid enough to believe their rows and trumped up problems, with the same format every week!

2000 quid on a top end engine build and they don't put a new clutch in..


Its a disgrace to call it classic car anything, let alone rescue._________________www.OldFrenchCars.com


We do these things not to escape life but to prevent life escaping us",
"Wed Apr 23, 2014 2:09",116237,Riley Blue,"Terrible or not, just about every car forum has a thread running about it  which guarantees additional viewers; either those who can't believe it'll be as bad a second time or those who can't believe it's as bad as others made it out to be._________________David


1963 Riley 1.5

1965 Riley 1.5",
"Wed Apr 23, 2014 2:24",116238,colwyn500,"



You're right; I watched it even expecting it to be carp!

I was just relieved that Bernie didn't let his other mate Leepu loose on it (""Chop Shop"")","Terrible or not, just about every car forum has a thread running about it  which guarantees additional viewers; either those who can't believe it'll be as bad a second time or those who can't believe it's as bad as others made it out to be."
"Wed Apr 23, 2014 3:11",116240,Rick,"The Fiat episode was crushingly dire, the ""arguments"" stretch credibility to well beyond breaking point. I don't know why I watch it really, I guess the subject still interests me even if the programme itself wants putting out of its (our) misery 


RJ_________________Rick (OCC Admin)

Various 1920s-1960s - Austin, Morris, Commer, Dodge etc.",
"Wed Apr 23, 2014 3:13",116241,D4B,"I might watch it again, but with the volume well and truly muted!!",
"Thu Apr 24, 2014 12:28",116272,vitesse,"Yeah ok the format is the same week after week, with the fake arguments etc... But the fact that some people watched it from start to end in this thread, sort of counter balances the negatives. 


I will continue to watch it and filter out what is rubbish but I still prefer to have some ""restoration"" programs on TV than none.


As far as I am concerned any old car that is restored is a job well done.",
"Thu Apr 24, 2014 11:02",116287,MikeEdwards,"It's just another so-called entertainment programme designed to appeal to the kind of people that enjoy the drama without worrying too much about the accuracy. I'd imagine it's aimed at the same people that watch ""Storage Hunters"" or is it ""Ultimate Makeover"" where they knock someones house down and rebuild it. I would imagine anyone who has some actual knowledge of any of the subjects covered by these things will be similarly outraged - property developers, antiques dealers, specialist transport companies.


They're OK for what they are, there's always a cliff-hanger for the ad breaks to give the viewer time to get another can of cheap lager and get rid of the remnants of the last one. Something has to fill the schedules now we've got so many TV channels.",
"Fri Apr 25, 2014 4:46",116351,Richard H,"I watched the MGB episode, that was enough for me I'm afraid! However, I do enjoy watching Wheeler Dealers when they tackle classics, and that new one with Fuzz Townsend from Practical Classics in it._________________1935 Standard Twelve

1953 Austin A40 Somerset

1958 Austin A55 Cambridge

1959 Austin A35

1980 Vauxhall Royale 2.8 auto

1987 Austin Maestro 1.3 L",
